码表编号	码表名称	排序号	代码	名称	上级代码	代码级别	特别说明	启用日期	废止日期	执行标准	系统代码
A0130	开户渠道	8	07	其他	A0130	1					SMTMODS
A0130	开户渠道	7	08	其他第三方渠道	A0130	1					SMTMODS
A0141	验资临时户种类	1	A	验资注册临时户	A0141	1					SMTMODS
A0141	验资临时户种类	2	B	验资增资临时户	A0141	1					SMTMODS
A0142	一本通存折类型	1	A	定期一本通	A0142	1					SMTMODS
A0142	一本通存折类型	2	B	活期一本通	A0142	1					SMTMODS
A0142	一本通存折类型	3	C	定活一本通	A0142	1					SMTMODS
A0143	放款方式	1	A	自主支付	A0143	1					SMTMODS
A0143	放款方式	2	B	受托支付	A0143	1					SMTMODS
A0143	放款方式	3	C	混合支付	A0143	1					SMTMODS
A0144	开销户标志	1	A	开户	A0144	1					SMTMODS
A0144	开销户标志	2	B	销户	A0144	1					SMTMODS
A0145	管理方式	1	A	自主管理	A0145	1	"关于自主管理与委托管理的判断标准：
对于债券、股权、公募投资基金等投资对象本身已经是底层资产无需穿透，主要反映填报机构对债券、股权和公募基金的投资是否具有决策权；对于其他资管产品等投资对象本身不是非底层资产需要进一步穿透，反映填报机构在最终投向的选择和管理上是否具有决策权。"				SMTMODS
A0145	管理方式	2	B	委托管理	A0145	1	"关于自主管理与委托管理的判断标准：
对于债券、股权、公募投资基金等投资对象本身已经是底层资产无需穿透，主要反映填报机构对债券、股权和公募基金的投资是否具有决策权；对于其他资管产品等投资对象本身不是非底层资产需要进一步穿透，反映填报机构在最终投向的选择和管理上是否具有决策权。"				SMTMODS
A0146	创业担保贷款类型	1	A	创业担保贷款担保基金担保的微利贷款	A0146	1					SMTMODS
A0146	创业担保贷款类型	2	B	创业担保贷款担保基金担保的非微利贷款	A0146	1					SMTMODS
A0146	创业担保贷款类型	3	Z	其他形式的创业担保贷款	A0146	1					SMTMODS
A0147	掉期类型	1	A	外汇掉期	A0147	1					SMTMODS
A0147	掉期类型	2	B	货币掉期	A0147	1					SMTMODS
A0147	掉期类型	3	C	利率掉期	A0147	1					SMTMODS
A0147	掉期类型	4	Z	其他掉期	A0147	1					SMTMODS
A0148	风险转移方式	1	A	由第三方或境外债务人总行提供担保	A0148	1	不包括由填报机构总行及其并表机构提供的担保				SMTMODS
A0148	风险转移方式	2	B	保险	A0148	1					SMTMODS
A0148	风险转移方式	3	C	信用衍生品	A0148	1					SMTMODS
A0148	风险转移方式	4	D	其他风险转移方式	A0148	1					SMTMODS
A0149	债权类型	1	A	境外贷款（含银团贷款）	A0149	1					SMTMODS
A0149	债权类型	2	B	存放同业、拆放同业和买入返售	A0149	1					SMTMODS
A0149	债权类型	3	C	存放中央银行	A0149	1					SMTMODS
A0149	债权类型	4	D	境外有价证券和基金投资	A0149	1					SMTMODS
A0149	债权类型	5	E	境外金融衍生品	A0149	1					SMTMODS
A0149	债权类型	6	F	对非并表境外机构的股权投资	A0149	1					SMTMODS
A0149	债权类型	7	G	其他境外债权	A0149	1					SMTMODS
A0150	特殊目的载体产品分类	1	A	银行表外理财	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	2	B	信托公司资管产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	3	C	证券公司及子公司资管产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	4	D	基金管理公司及子公司专户产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	5	E	期货公司及子公司资管产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	6	F	保险公司资管产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	7	G	公募基金	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	8	H	私募机构私募基金	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	9	I	金融资产投资公司资管产品	A0150	1					SMTMODS
A0150	特殊目的载体产品分类	10	Z	其他特定目的载体	A0150	1					SMTMODS
A0151	定活标志	1	A	定期	A0151	1					SMTMODS
A0151	定活标志	2	A01	一天通知	A	2					SMTMODS
A0151	定活标志	3	A02	七天通知	A	2					SMTMODS
A0151	定活标志	4	A99	其他定期	A	2					SMTMODS
A0151	定活标志	5	B	活期	A0151	1					SMTMODS
A0151	定活标志	6	B01	活期	B	2					SMTMODS
A0152	金融资产分类	1	A	以摊余成本计量的金融资产	A0152	1					SMTMODS
A0152	金融资产分类	2	B	以公允价值计量且其变动计入其他综合收益的金融资产	A0152	1					SMTMODS
A0152	金融资产分类	3	C	以公允价值计量且其变动计入当期损益的金融资产	A0152	1					SMTMODS
A0155	联名账户类型	1	A	联名账户	A0155	1					SMTMODS
A0155	联名账户类型	2	B	主、副卡账户	A0155	1					SMTMODS
A0156	逆回购业务类型	1	A	买断式逆回购	A0156	1					SMTMODS
A0156	逆回购业务类型	2	B	质押式逆回购	A0156	1					SMTMODS
A0156	逆回购业务类型	3	C	买断式证券借入	A0156	1					SMTMODS
A0156	逆回购业务类型	4	D	质押式证券借入	A0156	1					SMTMODS
A0157	征信还款方式	1	A	分期等额本息	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	2	B	分期等额本金	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	3	C	到期还本分期结息	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	4	D	等比累进分期还款	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	5	E	等额累进分期还款	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	6	F	其他类型分期还款	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	7	G	到期一次还本付息	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	8	H	预先付息到期还本	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	9	I	随时还	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	10	J	其他类型非分期还款	A0157	1	仅针对非循环贷账户（D1）、循环额度下分账户（R4）				SMTMODS
A0157	征信还款方式	11	K	按期结息，到期还本	A0157	1	仅针对循环贷账户（R1）				SMTMODS
A0157	征信还款方式	12	L	按期结息，自由还本	A0157	1	仅针对循环贷账户（R1）				SMTMODS
A0157	征信还款方式	13	M	按期计算还本付息	A0157	1	仅针对循环贷账户（R1）				SMTMODS
A0157	征信还款方式	14	N	循环贷款下其他还款方式	A0157	1	仅针对循环贷账户（R1）				SMTMODS
A0157	征信还款方式	15	O	汇总报送，不区分还款方式	A0157	1	仅针对D1/R1汇总报送的情况				SMTMODS
A0158	征信还款频率	1	A	月	A0158	1					SMTMODS
A0158	征信还款频率	2	B	双月	A0158	1					SMTMODS
A0158	征信还款频率	3	C	季	A0158	1					SMTMODS
A0158	征信还款频率	4	D	半年	A0158	1					SMTMODS
A0158	征信还款频率	5	E	年	A0158	1					SMTMODS
A0158	征信还款频率	6	F	其他大于月的频率	A0158	1					SMTMODS
A0158	征信还款频率	7	G	其它小于月的频率	A0158	1					SMTMODS
A0158	征信还款频率	8	G01	日	A0158	1					SMTMODS
A0158	征信还款频率	9	G02	周	A0158	1					SMTMODS
A0158	征信还款频率	10	G03	旬	A0158	1					SMTMODS
A0158	征信还款频率	11	G04	双周	A0158	1					SMTMODS
A0158	征信还款频率	12	G09	除日周旬双周以外的其它小于月的频率	A0158	1					SMTMODS
A0158	征信还款频率	13	H	还款间隔不固定	A0158	1					SMTMODS
A0158	征信还款频率	14	I	一次性	A0158	1					SMTMODS
A0158	征信还款频率	15	Z	其他	A0158	1					SMTMODS
A0159	其他还款保证方式	1	A	保证金	A0159	1					SMTMODS
A0159	其他还款保证方式	2	B	第三方付款承诺	A0159	1	"仅二代企业征信用
在供应链融资中，银行为核心企业的供应商提供融资服务时，有些产品会要求核心企业签署付款承诺函（或在合作协议中有付款承诺条款）；在为经销商提供融资服务时，有些产品会要求核心企业签署回购担保或退款承诺函（或在合作协议中有回购或退款条款）。银行在报送这些产品对应的信贷账户数据时，“其他还款保证方式”可以填报“第三方付款承诺”。"				SMTMODS
A0159	其他还款保证方式	3	Z	其他	A0159	1					SMTMODS
A0160	征信账户状态	1	A	正常活动	A0160	1					SMTMODS
A0160	征信账户状态	2	B	关闭	A0160	1					SMTMODS
A0160	征信账户状态	3	C	呆账（已核销）	A0160	1					SMTMODS
A0160	征信账户状态	4	D	呆账（进入核销认定程序，等待核销）	A0160	1					SMTMODS
A0160	征信账户状态	5	E	逾期	A0160	1					SMTMODS
A0160	征信账户状态	6	F	担保物不足	A0160	1					SMTMODS
A0160	征信账户状态	7	G	司法追偿	A0160	1					SMTMODS
A0160	征信账户状态	8	H	银行止付	A0160	1					SMTMODS
A0160	征信账户状态	9	I	催收	A0160	1					SMTMODS
A0161	征信账户类型	10	C1	催收账户	A0161	1	用于描述剩余本息处于催收状态（即债权人要求债务人尽快归还全部借款）的借贷业务。				SMTMODS
A0161	征信账户类型	1	D1	非循环贷账户	A0161	1	用于描述授信额度不可循环的借贷业务，包括一次性放款的非循环贷业务和分次放款的非循环贷业务。				SMTMODS
A0161	征信账户类型	2	D101	一次性放款的非循环贷业务	A0161	2					SMTMODS
A0161	征信账户类型	3	D102	分次放款同一账户管理的非循环贷业务	A0161	2					SMTMODS
A0161	征信账户类型	4	D103	分次放款分别账户管理的非循环贷业务	A0161	2					SMTMODS
A0161	征信账户类型	5	D2	贴现账户	A0161	1	仅针对企业。用来描述票据贴现类业务。				SMTMODS
A0161	征信账户类型	12	G1	融资担保账户	A0161	1	针对表外业务。用于描述贷款保证保险、融资担保合同等融资担保工具。				SMTMODS
A0161	征信账户类型	13	G2	非融资担保账户	A0161	1	针对表外业务。用于描述诉讼保全担保、履约担保等非融资担保工具。				SMTMODS
A0161	征信账户类型	14	G3	支付担保账户	A0161	1	针对表外业务。用于描述银行承兑汇票、信用证等有第三方信用背书的支付工具。				SMTMODS
A0161	征信账户类型	15	G301	一次性使用的支付担保账户	A0161	2					SMTMODS
A0161	征信账户类型	16	G302	可重复使用的支付担保账户	A0161	2					SMTMODS
A0161	征信账户类型	6	R1	循环贷账户	A0161	1	用于描述循环授信额度下还款统一管理（即定期根据当前累计借款余额计算出一个还款金额通知借款人、借款人统一归还）的借贷业务，也可用于汇总报送循环额度下逐笔管理的所有借贷业务。				SMTMODS
A0161	征信账户类型	7	R2	贷记卡账户	A0161	1	仅针对个人。用于描述借款人使用贷记卡类产品的透支及还款行为。				SMTMODS
A0161	征信账户类型	8	R3	准贷记卡账户	A0161	1	仅针对个人。用于描述借款人使用准贷记卡类产品的透支及还款行为。				SMTMODS
A0161	征信账户类型	9	R4	循环额度下分账户	A0161	1	用于描述循环授信额度下逐笔管理（即需要针对每一笔借款分开归还）的借贷业务。				SMTMODS
A0162	借贷业务种类	69	（一）	对私	A0162						SMTMODS
A0162	借贷业务种类	1	A	贷款	A0162	1					SMTMODS
A0162	借贷业务种类	3	A01	流动资金贷款	A0162	2					SMTMODS
A0162	借贷业务种类	4	A02	固定资产贷款	A0162	2					SMTMODS
A0162	借贷业务种类	5	A03	境外筹资转贷款	A0162	2					SMTMODS
A0162	借贷业务种类	6	A04	国内买方信贷	A0162	2					SMTMODS
A0162	借贷业务种类	7	A05	出口卖方信贷	A0162	2					SMTMODS
A0162	借贷业务种类	8	A06	项目融资	A0162	2					SMTMODS
A0162	借贷业务种类	9	A07	并购贷款	A0162	2					SMTMODS
A0162	借贷业务种类	10	A08	创业担保贷款	A0162	2	2020 3号文 人行二代证信接口规范新增				SMTMODS
A0162	借贷业务种类	13	A11	个人住房商业贷款	A0162	2					SMTMODS
A0162	借贷业务种类	14	A12	个人商用房（含商住两用）贷款	A0162	2					SMTMODS
A0162	借贷业务种类	15	A13	个人住房公积金贷款	A0162	2					SMTMODS
A0162	借贷业务种类	16	A21	个人汽车消费贷款	A0162	2					SMTMODS
A0162	借贷业务种类	17	A31	个人助学贷款	A0162	2	对于不能区分国家、商业助学贷款的，统一填报31-个人助学贷款”。				SMTMODS
A0162	借贷业务种类	18	A32	国家助学贷款	A0162	2					SMTMODS
A0162	借贷业务种类	19	A33	商业助学贷款	A0162	2					SMTMODS
A0162	借贷业务种类	20	A41	个人经营性贷款	A0162	2					SMTMODS
A0162	借贷业务种类	21	A42	个人创业担保贷款	A0162	2					SMTMODS
A0162	借贷业务种类	22	A51	农户贷款	A0162	2	对于不能区分经营性、消费性农户贷款的，统一填报51-农户贷款”。				SMTMODS
A0162	借贷业务种类	23	A52	经营性农户贷款	A0162	2					SMTMODS
A0162	借贷业务种类	24	A53	消费性农户贷款	A0162	2					SMTMODS
A0162	借贷业务种类	25	A91	其他个人消费贷款	A0162	2					SMTMODS
A0162	借贷业务种类	26	A99	其他贷款	A0162	2					SMTMODS
A0162	借贷业务种类	27	B	贸易融资	A0162	1					SMTMODS
A0162	借贷业务种类	28	B01	进口押汇	A0162	2					SMTMODS
A0162	借贷业务种类	29	B02	其他进口类融资	A0162	2					SMTMODS
A0162	借贷业务种类	30	B03	出口打包放款	A0162	2					SMTMODS
A0162	借贷业务种类	31	B04	出口押汇	A0162	2					SMTMODS
A0162	借贷业务种类	32	B05	出口票据贴现	A0162	2					SMTMODS
A0162	借贷业务种类	33	B06	国际订单融资	A0162	2					SMTMODS
A0162	借贷业务种类	34	B07	其他出口类融资（不含保理）	A0162	2					SMTMODS
A0162	借贷业务种类	35	B08	国内买方押汇	A0162	2					SMTMODS
A0162	借贷业务种类	36	B09	其他国内买方融资	A0162	2					SMTMODS
A0162	借贷业务种类	37	B10	国内打包贷款	A0162	2					SMTMODS
A0162	借贷业务种类	38	B11	国内订单融资	A0162	2					SMTMODS
A0162	借贷业务种类	39	B12	国内卖方押汇	A0162	2					SMTMODS
A0162	借贷业务种类	40	B13	其他国内卖方融资（不含保理）	A0162	2	若为应收账款还款池质押融资业务则可接在改码值项下，具体业务流程为：填报机构根据应收账款总额授予客户额度，在额度有效期内，客户可以进行新的应收账款质押，只要保证融资余额没有超过填报机构规定的占应收账款余额的比例即可，若低于则视为逾期。此时借款人应填报融资申请人。				SMTMODS
A0162	借贷业务种类	41	C	保理融资	A0162	1					SMTMODS
A0162	借贷业务种类	42	C01	有追索权的出口保理融资	A0162	2					SMTMODS
A0162	借贷业务种类	43	C02	有追索权的国内卖方保理融资	A0162	2					SMTMODS
A0162	借贷业务种类	44	D	融资租赁	A0162	1					SMTMODS
A0162	借贷业务种类	45	E	证券类融资	A0162	1					SMTMODS
A0162	借贷业务种类	47	E01	股票质押融资	A0162	2					SMTMODS
A0162	借贷业务种类	48	E02	其他对公证券类融资	A0162	2					SMTMODS
A0162	借贷业务种类	50	E11	约定购回式证券交易	A0162	2					SMTMODS
A0162	借贷业务种类	51	E12	股票质押式回购交易	A0162	2					SMTMODS
A0162	借贷业务种类	52	E13	融资融券业务	A0162	2					SMTMODS
A0162	借贷业务种类	53	E14	其他对私证券类融资	A0162	2					SMTMODS
A0162	借贷业务种类	54	F	透支	A0162	1					SMTMODS
A0162	借贷业务种类	55	F01	法人账户透支	A0162	2					SMTMODS
A0162	借贷业务种类	56	F02	支票账户透支	A0162	2					SMTMODS
A0162	借贷业务种类	57	G	票据贴现	A0162	1					SMTMODS
A0162	借贷业务种类	58	G01	有追索权的银行承兑汇票贴现	A0162	2					SMTMODS
A0162	借贷业务种类	59	G02	有追索权的商业承兑汇票贴现	A0162	2					SMTMODS
A0162	借贷业务种类	60	H	黄金借贷	A0162	1					SMTMODS
A0162	借贷业务种类	61	I	垫款	A0162	1					SMTMODS
A0162	借贷业务种类	62	I01	保函垫款	A0162	2					SMTMODS
A0162	借贷业务种类	63	I02	承兑汇票垫款	A0162	2					SMTMODS
A0162	借贷业务种类	64	I03	信用证垫款	A0162	2					SMTMODS
A0162	借贷业务种类	65	I04	保理垫款	A0162	2					SMTMODS
A0162	借贷业务种类	66	I05	担保代偿	A0162	2					SMTMODS
A0162	借贷业务种类	67	I06	其他垫款	A0162	2					SMTMODS
A0162	借贷业务种类	68	J	资产处置	A0162	1	对公客户均填在J项				SMTMODS
A0162	借贷业务种类	70	J01	由资产处置机构处置的债务垫款	A0162	2					SMTMODS
A0162	借贷业务种类	71	J02	因代偿继承债权的债务	A0162	2					SMTMODS
A0162	借贷业务种类	72	K	融资担保	A0162	1					SMTMODS
A0162	借贷业务种类	73	K01	贷款担保	A0162	2					SMTMODS
A0162	借贷业务种类	74	K02	票据承兑担保	A0162	2					SMTMODS
A0162	借贷业务种类	75	K03	贸易融资担保	A0162	2					SMTMODS
A0162	借贷业务种类	76	K04	项目融资担保	A0162	2					SMTMODS
A0162	借贷业务种类	77	K05	信用证担保	A0162	2					SMTMODS
A0162	借贷业务种类	78	K06	其他融资担保	A0162	2					SMTMODS
A0162	借贷业务种类	79	K07	债券发行担保	A0162	2					SMTMODS
A0162	借贷业务种类	80	L	非融资担保	A0162	1					SMTMODS
A0162	借贷业务种类	81	L01	诉讼保全担保	A0162	2					SMTMODS
A0162	借贷业务种类	82	L02	履约担保	A0162	2					SMTMODS
A0162	借贷业务种类	83	L03	其他非融资担保	A0162	2					SMTMODS
A0162	借贷业务种类	84	M	再担保	A0162	1					SMTMODS
A0162	借贷业务种类	85	N	保证保险	A0162	1					SMTMODS
A0162	借贷业务种类	86	N01	贷款保证保险	A0162	2					SMTMODS
A0162	借贷业务种类	87	O	信用证	A0162	1					SMTMODS
A0162	借贷业务种类	88	O01	开出即期信用证	A0162	2					SMTMODS
A0162	借贷业务种类	89	O02	开出远期信用证	A0162	2					SMTMODS
A0162	借贷业务种类	90	P	承兑汇票	A0162	1					SMTMODS
A0162	借贷业务种类	91	P01	银行承兑汇票	A0162	2					SMTMODS
A0162	借贷业务种类	92	P02	商业承兑汇票	A0162	2					SMTMODS
A0162	借贷业务种类	93	Q	银行保函	A0162	1					SMTMODS
A0162	借贷业务种类	94	Q01	融资类银行保函	A0162	2					SMTMODS
A0162	借贷业务种类	95	Q02	非融资类银行保函	A0162	2					SMTMODS
A0162	借贷业务种类	96	Q03	融资性备用信用证	A0162	2					SMTMODS
A0162	借贷业务种类	97	Q04	非融资性备用信用证	A0162	2					SMTMODS
A0162	借贷业务种类	98	Q05	保兑信用证	A0162	2					SMTMODS
A0162	借贷业务种类	49	（二）	对私	A0162						SMTMODS
A0163	征信期限类型	1	A	短期（借款期限1年以内（含1年）的借款）	A0163	1					SMTMODS
A0163	征信期限类型	2	B	中期（借款期限1年以上5年（含）以下的借款）	A0163	1					SMTMODS
A0163	征信期限类型	3	C	长期（借款期限5年（不含）以上的借款）	A0163	1					SMTMODS
A0164	业务经营类型	1	A	自营	A0164	1	自营贷款转让后，“业务经营类型”依然填“1-自营”；循环贷款汇总报送时，“业务经营类型”统一填报1-自营				SMTMODS
A0164	业务经营类型	2	B	委托	A0164	1					SMTMODS
A0164	业务经营类型	3	B01	政府部门委托	A0164	2					SMTMODS
A0164	业务经营类型	4	B02	企事业单位委托	A0164	2					SMTMODS
A0164	业务经营类型	5	B03	个人委托	A0164	2					SMTMODS
A0164	业务经营类型	6	B04	住房公积金管理中心委托	A0164	2					SMTMODS
A0164	业务经营类型	7	C	信托	A0164	1					SMTMODS
A0164	业务经营类型	8	D	联合	A0164	1	根据银保监会《商业银行互联网贷款管理暂行办法》（征求意见稿）的定义，联合贷款是指商业银行与具有贷款资质的机构按约定比例出资共同发放的贷款。当联合贷款由代理行（管理行）统一负责征信数据报送时，业务经营类型填报“8-联合”				SMTMODS
A0165	原债务种类	1	10	企业债	A0165	1					SMTMODS
A0165	原债务种类	2	11	贷款	A0165	1					SMTMODS
A0165	原债务种类	3	12	贸易融资	A0165	1					SMTMODS
A0165	原债务种类	4	13	保理融资	A0165	1					SMTMODS
A0165	原债务种类	5	14	融资租赁	A0165	1					SMTMODS
A0165	原债务种类	6	15	证券类融资	A0165	1					SMTMODS
A0165	原债务种类	7	16	透支	A0165	1					SMTMODS
A0165	原债务种类	8	21	票据贴现	A0165	1					SMTMODS
A0165	原债务种类	9	31	黄金借贷	A0165	1					SMTMODS
A0165	原债务种类	10	41	垫款	A0165	1					SMTMODS
A0165	原债务种类	11	51	信用卡	A0165	1	二代个人征信专用				SMTMODS
A0165	原债务种类	12	90	其他	A0165	1					SMTMODS
A0166	还款状态	8	0	债务人违约时自动垫款	A0166	1					SMTMODS
A0166	还款状态	1	1	逾期1-30天	A0166	1					SMTMODS
A0166	还款状态	2	2	逾期31-60天	A0166	1					SMTMODS
A0166	还款状态	3	3	逾期61-90天	A0166	1					SMTMODS
A0166	还款状态	4	4	逾期91-120天	A0166	1					SMTMODS
A0166	还款状态	5	5	逾期121-150天	A0166	1					SMTMODS
A0166	还款状态	6	6	逾期151-180天	A0166	1					SMTMODS
A0166	还款状态	7	7	逾期180天以上	A0166	1					SMTMODS
A0167	担保方式_征信	1	A	质押贷款	A0167	1	"指按《中华人民共和国担保法》规定的质押
方式以借款人或第三人的动产或权利作为质押物发放的贷款。"				SMTMODS
A0167	担保方式_征信	2	B	抵押贷款	A0167	1	"指按《中华人民共和国担保法》规定的抵押
方式以借款人或第三人的财产作为抵押物发放的贷款。"				SMTMODS
A0167	担保方式_征信	3	B01	房地产抵押贷款	B	2	以借款人或第三人的房地产作为抵押物发放的贷款。				SMTMODS
A0167	担保方式_征信	4	B99	其他抵押贷款	B	2	除房地产抵押贷款外的其他抵押贷款。				SMTMODS
A0167	担保方式_征信	5	C	保证贷款	A0167	1	指按《中华人民共和国担保法》规定的保证式以第三人承诺在借款人不能偿还贷款时，按约定承担一般保证责任或者连带责任而发放的贷款。				SMTMODS
A0167	担保方式_征信	6	C01	农户联保贷款	C	2	在自愿基础上组成联保小组彼此相互担保的贷款。				SMTMODS
A0167	担保方式_征信	7	C02	其他联保贷款	C	2					SMTMODS
A0167	担保方式_征信	8	C99	其他保证贷款	C	2	除联保贷款外的其他保证贷款。				SMTMODS
A0167	担保方式_征信	9	D	信用/免担保贷款	A0167	1	指以借款人的信誉发放的贷款。				SMTMODS
A0167	担保方式_征信	10	E	组合担保	A0167	1	由两种或两种以上的担保方式组合形成的担保方式。				SMTMODS
A0167	担保方式_征信	11	E01	组合担保(含保证)	E	2					SMTMODS
A0167	担保方式_征信	12	E02	组合担保(不含保证)	E	2					SMTMODS
A0167	担保方式_征信	13	Z	其他	A0167	1	除以上以外的其他贷款。				SMTMODS
A0168	账户状态-征信	1	1	正常	A0168						SMTMODS
A0168	账户状态-征信	2	31	银行止付	A0168		由于持卡人信用问题导致商业银行停用其信用卡账户的透支功能				SMTMODS
A0168	账户状态-征信	3	4	销户	A0168						SMTMODS
A0168	账户状态-征信	4	51	呆账-未核销	A0168		进入核销认定程序，等待核销。符合《金融企业呆账核销管理办法》（财金〔2017〕90号）中列明的呆账认定标准的贷记卡账户，在核销以前，账户状态填报51-呆账（未核销）				SMTMODS
A0168	账户状态-征信	5	52	呆账-已核销	A0168		已核销				SMTMODS
A0168	账户状态-征信	6	6	未激活	A0168		"当账户下所有卡都未被激活时，账户状态报送“6-未激活”，代表该贷记卡账户未被启用过。
已激活的信用卡由于到期、遗失等原因更换卡片的，即使新卡处于未激活状态，账户状态也不应报送“6-未激活”"				SMTMODS
A0168	账户状态-征信	7	8	司法追偿	A0168						SMTMODS
A0170	稳定存款分类	1	A	稳定存款	A0170	1					SMTMODS
A0170	稳定存款分类	2	A01	核心存款	A	2					SMTMODS
A0170	稳定存款分类	3	A02	非核心存款	A	2					SMTMODS
A0170	稳定存款分类	4	B	非稳定存款	A0170	1					SMTMODS
A0171	地方政府融资平台贷款投向2	1	A	项目	A0171	1					SMTMODS
A0171	地方政府融资平台贷款投向2	2	A01	公益性项目	A	2					SMTMODS
A0171	地方政府融资平台贷款投向2	3	A0101	铁路	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	4	A0102	公路	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	5	A010201	高速公路	A0102	4					SMTMODS
A0171	地方政府融资平台贷款投向2	6	A010299	其他公路	A0102	4					SMTMODS
A0171	地方政府融资平台贷款投向2	7	A0103	机场	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	8	A0104	市政建设	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	9	A0105	土地储备	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	10	A0106	保障性住房	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	11	A010601	棚户区改造	A0107	4					SMTMODS
A0171	地方政府融资平台贷款投向2	12	A010699	其他保障性住房	A0107	4					SMTMODS
A0171	地方政府融资平台贷款投向2	13	A0107	生态建设和环境保护	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	14	A0108	政权建设	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	15	A0109	教育	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	16	A0110	科学	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	17	A0111	文化	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	18	A0112	医疗卫生	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	19	A0113	社会保障	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	20	A0114	粮油物资储备	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	21	A0115	农林水利建设	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	22	A0116	港口	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	23	A0199	其他公益性项目	A01	3					SMTMODS
A0171	地方政府融资平台贷款投向2	24	A02	非公益性项目	A	2					SMTMODS
A0171	地方政府融资平台贷款投向2	25	B	非项目	A0171	1					SMTMODS
A0172	地方政府责任类型	1	A	地方政府承诺偿还	A0172	1					SMTMODS
A0172	地方政府责任类型	2	B	地方政府提供担保	A0172	1					SMTMODS
A0172	地方政府责任类型	3	C	地方政府长期支出责任	A0172	1					SMTMODS
A0173	最终投向类型2	1	A	债券类	A0173	1					SMTMODS
A0173	最终投向类型2	2	B	非标准化债权类资产	A0173	1					SMTMODS
A0173	最终投向类型2	3	C	股权类	A0173	1					SMTMODS
A0173	最终投向类型2	4	Z	其他类	A0173	1					SMTMODS
A0176	豁免业务风险暴露类型	1	A	一般风险暴露	A0176	1					SMTMODS
A0176	豁免业务风险暴露类型	2	B	特定风险暴露	A0176	1					SMTMODS
A0176	豁免业务风险暴露类型	3	C	交易账簿风险暴露	A0176	1					SMTMODS
A0176	豁免业务风险暴露类型	4	D	交易对手信用风险暴露	A0176	1					SMTMODS
A0177	产品分类_衍生品	1	A	单一	A0177	1					SMTMODS
A0177	产品分类_衍生品	2	B	指数	A0177	1					SMTMODS
A0178	产品子类_衍生品	1	A	AAA	A0178	1					SMTMODS
A0178	产品子类_衍生品	2	B	AA	A0178	1					SMTMODS
A0178	产品子类_衍生品	3	C	A	A0178	1					SMTMODS
A0178	产品子类_衍生品	4	D	BBB	A0178	1					SMTMODS
A0178	产品子类_衍生品	5	E	BB	A0178	1					SMTMODS
A0178	产品子类_衍生品	6	F	B	A0178	1					SMTMODS
A0178	产品子类_衍生品	7	G	CCC	A0178	1					SMTMODS
A0178	产品子类_衍生品	8	H	IG	A0178						SMTMODS
A0178	产品子类_衍生品	9	I	SG	A0178						SMTMODS
A0179	商品类型	1	A	电力	A0179	1					SMTMODS
A0179	商品类型	2	B	油/气	A0179	1					SMTMODS
A0179	商品类型	3	C	金属	A0179	1					SMTMODS
A0179	商品类型	4	D	农业	A0179	1					SMTMODS
A0179	商品类型	5	E	其他	A0179	1					SMTMODS
A0180	信用类合约细分	1	A	信用违约互换	A0180	1					SMTMODS
