码表编号	码表名称	排序号	代码	名称	上级代码	代码级别	特别说明	启用日期	废止日期	执行标准	系统代码
A0002	存款账户类型	1	0100	定期存款	A0002	1					SMTMODS
A0002	存款账户类型	2	0101	单位定期存款	0100	2					SMTMODS
A0002	存款账户类型	3	0102	储蓄定期存款	0100	2					SMTMODS
A0002	存款账户类型	4	010201	整存整取储蓄存款	0102	3					SMTMODS
A0002	存款账户类型	5	010202	零存整取储蓄存款	0102	3					SMTMODS
A0002	存款账户类型	6	010203	存本取息储蓄存款	0102	3					SMTMODS
A0002	存款账户类型	7	010204	教育储蓄存款	0102	3					SMTMODS
A0002	存款账户类型	8	010205	整存零取储蓄存款	0102	3					SMTMODS
A0002	存款账户类型	9	0200	协议存款	A0002	1					SMTMODS
A0002	存款账户类型	10	0201	普通协议存款	0200	2					SMTMODS
A0002	存款账户类型	11	0202	次级协议存款	0200	2					SMTMODS
A0002	存款账户类型	12	0300	定活两便	A0002	1					SMTMODS
A0002	存款账户类型	13	0400	通知存款	A0002	1					SMTMODS
A0002	存款账户类型	14	0401	一天通知存款	0400	2					SMTMODS
A0002	存款账户类型	15	0402	七天通知存款	0400	2					SMTMODS
A0002	存款账户类型	16	0500	活期存款	A0002	1					SMTMODS
A0002	存款账户类型	17	0600	协定存款	A0002	1					SMTMODS
A0002	存款账户类型	18	0601	结算户存款	0600	2					SMTMODS
A0002	存款账户类型	19	0602	协定户存款	0600	2					SMTMODS
A0002	存款账户类型	20	0700	保证金	A0002	1					SMTMODS
A0002	存款账户类型	21	0701	银行承兑汇票保证金	0700	2					SMTMODS
A0002	存款账户类型	22	0702	信用证保证金	0700	2					SMTMODS
A0002	存款账户类型	23	0703	保函保证金	0700	2					SMTMODS
A0002	存款账户类型	24	0704	外汇买卖保证金	0700	2					SMTMODS
A0002	存款账户类型	25	0705	衍生金融产品保证金	0700	2					SMTMODS
A0002	存款账户类型	26	0706	银行本票保证金	0700	2					SMTMODS
A0002	存款账户类型	27	0707	信用卡保证金	0700	2					SMTMODS
A0002	存款账户类型	28	0708	黄金交易保证金	0700	2					SMTMODS
A0002	存款账户类型	29	0709	证券交易保证金	0700	2					SMTMODS
A0002	存款账户类型	30	0799	其他保证金	0700	2					SMTMODS
A0002	存款账户类型	31	0800	临时存款	A0002	1					SMTMODS
A0002	存款账户类型	32	0801	应解汇款及临时存款	0800	2					SMTMODS
A0002	存款账户类型	33	080101	境外汇入应解汇款	0801	3					SMTMODS
A0002	存款账户类型	34	080102	其他（含沉淀的委托贷款基金）	0801	3					SMTMODS
A0002	存款账户类型	35	0802	汇出汇款	0800	2					SMTMODS
A0002	存款账户类型	36	0803	汇入汇款	0800	2					SMTMODS
A0002	存款账户类型	37	0900	委托存款	A0002	1					SMTMODS
A0002	存款账户类型	38	0901	委托贷款资金	0900	2					SMTMODS
A0002	存款账户类型	39	0902	委托投资资金	0900	2					SMTMODS
A0002	存款账户类型	40	1000	结构性存款	A0002	1					SMTMODS
A0002	存款账户类型	41	1100	财政性存款	A0002	1					SMTMODS
A0002	存款账户类型	42	1102	国库存款	1100	2					SMTMODS
A0002	存款账户类型	43	11021	财政过渡存款	1102	3					SMTMODS
A0002	存款账户类型	44	110211	中央财政过渡存款	11021	4					SMTMODS
A0002	存款账户类型	45	110212	地方财政过渡存款	11021	4					SMTMODS
A0002	存款账户类型	46	11022	财政库款	1102	3					SMTMODS
A0002	存款账户类型	47	110221	中央财政库款	11022	4					SMTMODS
A0002	存款账户类型	48	110222	地方财政库款	11022	4					SMTMODS
A0002	存款账户类型	49	110223	中央财政预算外存款	110222	5					SMTMODS
A0002	存款账户类型	50	110224	地方财政预算外存款	110222	5					SMTMODS
A0002	存款账户类型	51	110225	中央财政预算专项资金	110222	5					SMTMODS
A0002	存款账户类型	52	110226	地方财政预算专项资金	110222	5					SMTMODS
A0002	存款账户类型	53	1103	其他财政性存款	A0002	3					SMTMODS
A0002	存款账户类型	54	11032	待结算财政存款	1103	4					SMTMODS
A0002	存款账户类型	55	110321	中央待结算财政存款	11032	5					SMTMODS
A0002	存款账户类型	56	110322	地方待结算财政存款	11032	5					SMTMODS
A0002	存款账户类型	57	11033	划缴财政存	1103	4					SMTMODS
A0002	存款账户类型	58	11034	财政专用基金存款	1103	4					SMTMODS
A0002	存款账户类型	59	11035	国库定期存款	1103	4					SMTMODS
A0002	存款账户类型	60	110351	中央国库现金管理定期存款	11035	5					SMTMODS
A0002	存款账户类型	61	110352	地方国库现金管理定期存款	11035	5					SMTMODS
A0002	存款账户类型	62	9999	虚拟账户	11035	5					SMTMODS
A0002	存款账户类型	63	7777	母虚账户							SMTMODS
A0002	存款账户类型	64	8888	子虚账户							SMTMODS
A0002	存款账户类型	65	6666	久悬户及转营业外账户							SMTMODS
A0002	存款账户类型	66	9001	久悬							SMTMODS
A0003	利率类型	1	F	固定利率	A0003	1					SMTMODS
A0003	利率类型	2	L	浮动利率	A0003	1					SMTMODS
A0003	利率类型	3	L0	浮动利率-按日	1	2					SMTMODS
A0003	利率类型	4	L1	浮动利率-按周	1	2					SMTMODS
A0003	利率类型	5	L2	浮动利率-按月	1	2					SMTMODS
A0003	利率类型	6	L3	浮动利率-按季	1	2					SMTMODS
A0003	利率类型	7	L4	浮动利率-按半年	1	2					SMTMODS
A0003	利率类型	8	L5	浮动利率-按年	1	2					SMTMODS
A0003	利率类型	9	L9	浮动利率-其它	1	2					SMTMODS
A0003	利率类型	11	O	其它类型	A0003	1					SMTMODS
A0003	利率类型	10	ST	结构性债券(证券类资产业务专用)	A0003	1					SMTMODS
A0004	贷款账户类型	2	01	个人贷款	一	2					SMTMODS
A0004	贷款账户类型	3	0101	个人住房贷款	01	3					SMTMODS
A0004	贷款账户类型	4	010101	个人住房按揭商业贷款	0101	4	是为购买个人住房、并以此套住房为抵押的贷款。不包括以个人住房作抵押，用作其他用途的贷款、商业用房贷款以及商住两用房贷款				SMTMODS
A0004	贷款账户类型	5	010199	其他个人住房贷款	0101	4	为购买个人住房申请的贷款，但是抵质押物为非购买此套住房之外的物品为抵质押物。				SMTMODS
A0004	贷款账户类型	6	0102	个人经营性贷款	01	3	用于从事生产经营活动的贷款。包括个体经营户贷款、用于生产经营的农户贷款等				SMTMODS
A0004	贷款账户类型	7	010201	商业用房贷款	0102	4					SMTMODS
A0004	贷款账户类型	8	010202	商用车贷款	0102	4					SMTMODS
A0004	贷款账户类型	9	010203	个人商住两用房贷款	0102	4					SMTMODS
A0004	贷款账户类型	10	010299	其他个人经营性贷款	0102	4					SMTMODS
A0004	贷款账户类型	11	0103	个人消费贷款	01	3					SMTMODS
A0004	贷款账户类型	12	010301	个人汽车贷款	0103	4					SMTMODS
A0004	贷款账户类型	13	010399	其他个人消费贷款	0103	4					SMTMODS
A0004	贷款账户类型	14	0104	个人助学贷款	01	3					SMTMODS
A0004	贷款账户类型	15	010401	个人留学助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	16	010402	部属院校国家助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	17	010403	省属及省属以下院校国家助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	18	010404	生源地助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	19	010405	一般商业性助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	20	010499	其他个人助学贷款	0104	4					SMTMODS
A0004	贷款账户类型	21	0199	其他个人类贷款	01	3					SMTMODS
A0004	贷款账户类型	24	019999	其他个人	0199	4	不含信用卡				SMTMODS
A0004	贷款账户类型	25	二	对公贷款	A0004	1					SMTMODS
A0004	贷款账户类型	26	02	普通贷款	二	2					SMTMODS
A0004	贷款账户类型	27	0201	固定资产贷款	02	3					SMTMODS
A0004	贷款账户类型	28	020101	基建贷款	0201	4					SMTMODS
A0004	贷款账户类型	29	020102	技改贷款	0201	4					SMTMODS
A0004	贷款账户类型	30	020199	其他固定资产贷款	0201	4					SMTMODS
A0004	贷款账户类型	31	0202	流动资金贷款	02	3					SMTMODS
A0004	贷款账户类型	32	0203	并购贷款	02	3					SMTMODS
A0004	贷款账户类型	33	03	票据融资	二	2					SMTMODS
A0004	贷款账户类型	34	0301	贴现	03	3					SMTMODS
A0004	贷款账户类型	35	030101	银行承兑汇票	0301	4					SMTMODS
A0004	贷款账户类型	36	030102	商业承兑汇票	0301	4					SMTMODS
A0004	贷款账户类型	37	0399	买入其他票据	03	3					SMTMODS
A0004	贷款账户类型	38	04	贸易融资	二	2					SMTMODS
A0004	贷款账户类型	39	0401	国际贸易融资	04	3					SMTMODS
A0004	贷款账户类型	40	040101	进口押汇	0401	4					SMTMODS
A0004	贷款账户类型	41	040102	出口押汇	0401	4					SMTMODS
A0004	贷款账户类型	42	040103	打包放款	0401	4					SMTMODS
A0004	贷款账户类型	43	040104	福费廷	0401	4					SMTMODS
A0004	贷款账户类型	44	040105	买方信贷	0401	4					SMTMODS
A0004	贷款账户类型	45	040106	卖方信贷	0401	4					SMTMODS
A0004	贷款账户类型	46	040107	保理	0401	4					SMTMODS
A0004	贷款账户类型	47	04010701	出口保理融资	040107	5					SMTMODS
A0004	贷款账户类型	48	04010702	进口保理	040107	5					SMTMODS
A0004	贷款账户类型	49	040199	其他国际贸易融资贷款	040107	5	不建议提供，影响征信报送				SMTMODS
A0004	贷款账户类型	50	0402	国内贸易融资	04	3					SMTMODS
A0004	贷款账户类型	51	040201	国内信用证	0402	4					SMTMODS
A0004	贷款账户类型	52	04020101	打包贷款	040201	5					SMTMODS
A0004	贷款账户类型	53	04020102	卖方融资	040201	5					SMTMODS
A0004	贷款账户类型	54	04020103	买方融资	040201	5					SMTMODS
A0004	贷款账户类型	55	040202	国内保理	0402	4					SMTMODS
A0004	贷款账户类型	56	04020201	国内卖方保理融资	040202	5					SMTMODS
A0004	贷款账户类型	57	04020202	国内买方保理	040202	5					SMTMODS
A0004	贷款账户类型	58	040299	其他国内贸易融资	040202	4	不建议提供，影响征信报送				SMTMODS
A0004	贷款账户类型	59	05	融资租赁	二	2					SMTMODS
A0004	贷款账户类型	60	1	其他贷款	二	2	包括：信托贷款及境外筹资转贷款，不含信用卡				SMTMODS
A0004	贷款账户类型	61	0701	转贷款	07	3					SMTMODS
A0004	贷款账户类型	62	070101	境外筹资转贷款	0701	4					SMTMODS
A0004	贷款账户类型	63	070102	其他转贷款	0701	4					SMTMODS
A0004	贷款账户类型	64	0702	经营性租赁	07	3					SMTMODS
A0004	贷款账户类型	65	0799	其他类贷款	07	3					SMTMODS
A0004	贷款账户类型	66	三	协议透支	A0004	1					SMTMODS
A0004	贷款账户类型	67	0801	协议透支	三	2					SMTMODS
A0004	贷款账户类型	68	四	各项垫款	A0004	1					SMTMODS
A0004	贷款账户类型	69	0901	保函垫款	四	2					SMTMODS
A0004	贷款账户类型	70	090101	融资性保函	0901	3	等同于贷款的授信业务，包含信用证保兑、融资性备用信用证				SMTMODS
A0004	贷款账户类型	71	090102	非融资性保函	0901	3	交易相关的或有项目，包含非融资性备用信用证				SMTMODS
A0004	贷款账户类型	72	0902	其他担保垫款	四	2					SMTMODS
A0004	贷款账户类型	73	0903	承兑汇票垫款	四	2	等同于贷款的授信业务				SMTMODS
A0004	贷款账户类型	74	0904	信用证垫款	四	2	与贸易相关的或有项目，假设A委托B开信用证，发生垫款后，如果协议约定受托方B在一定时期内先行支付垫款，则受托方B为信用证垫款，委托方A暂时不计；				SMTMODS
A0004	贷款账户类型	75	090401	国内信用证垫款	0904	3	仅支付统计指标时需要提供细类				SMTMODS
A0004	贷款账户类型	76	090402	国际信用证垫款	0904	3	仅支付统计指标时需要提供细类				SMTMODS
A0004	贷款账户类型	77	0905	保理垫款	四	2	与贸易相关的或有项目				SMTMODS
A0004	贷款账户类型	78	0999	其他垫款	四	2					SMTMODS
A0004	贷款账户类型	79	099901	其他等同于贷款的授信业务	0999	3	等同于贷款的授信业务				SMTMODS
A0004	贷款账户类型	80	099902	其他与交易相关的或有项目	0999	3	交易相关的或有项目				SMTMODS
A0004	贷款账户类型	81	099903	其他与贸易相关的或有项目	0999	3	与贸易相关的或有项目，假设A委托B开信用证，发生垫款后，如果没有先行垫付安排或A已经向B完成垫款支付，那么受托方B不计入，委托方为其他与贸易相关的或有项目				SMTMODS
A0004	贷款账户类型	82	099904	贴现垫款	0999	3	等同于贷款的授信业务，贴现行由于假票或恶意挂失造成的垫款				SMTMODS
A0004	贷款账户类型	83	五	委托贷款	A0004	1	该业务原本属于表外业务，但在企业征信里报送的信息和表内贷款信息项一致，故放入该表中，以便之后扩展。在汇总分析报表层里，贷款分析表将该业务排除在外，在表外业务分析表里包含该业务				SMTMODS
A0004	贷款账户类型	84	90	委托贷款	五	2					SMTMODS
A0005	贷款账户状态	1	1	正常	A0005	1					SMTMODS
A0005	贷款账户状态	2	2	逾期	A0005	1					SMTMODS
A0005	贷款账户状态	3	3	结清	A0005	1					SMTMODS
A0005	贷款账户状态	4	9	其它	A0005	1					SMTMODS
A0006	贷款资金使用位置	1	I	境内（中国大陆）	A0006	1					SMTMODS
A0006	贷款资金使用位置	2	O	境外（含港澳台）	A0006	1					SMTMODS
A0007	五级分类	1	1	正常	A0007	1					SMTMODS
A0007	五级分类	2	2	关注	A0007	1					SMTMODS
A0007	五级分类	3	3	次级	A0007	1					SMTMODS
A0007	五级分类	4	4	可疑	A0007	1					SMTMODS
A0007	五级分类	5	5	损失	A0007	1					SMTMODS
A0009	担保方式	1	A	质押贷款	A0009	1	"指按《中华人民共和国担保法》规定的质押
方式以借款人或第三人的动产或权利作为质押物发放的贷款。"				SMTMODS
A0009	担保方式	2	B	抵押贷款	A0009	1	"指按《中华人民共和国担保法》规定的抵押
方式以借款人或第三人的财产作为抵押物发放的贷款。"				SMTMODS
A0009	担保方式	3	B01	房地产抵押贷款	B	2	以借款人或第三人的房地产作为抵押物发放的贷款。				SMTMODS
A0009	担保方式	4	B99	其他抵押贷款	B	2	除房地产抵押贷款外的其他抵押贷款。				SMTMODS
A0009	担保方式	5	C	保证贷款	A0009	1	指按《中华人民共和国担保法》规定的保证式以第三人承诺在借款人不能偿还贷款时，按约定承担一般保证责任或者连带责任而发放的贷款。				SMTMODS
A0009	担保方式	6	C01	联保贷款	C	2	在自愿基础上组成联保小组彼此相互担保的贷款。				SMTMODS
A0009	担保方式	7	C99	其他保证贷款	C	3	除联保贷款外的其他保证贷款。				SMTMODS
A0009	担保方式	8	D	信用/免担保贷款	A0009	1	指以借款人的信誉发放的贷款。				SMTMODS
A0009	担保方式	9	E	组合担保	A0009	1	由两种或两种以上的担保方式组合形成的担保方式。				SMTMODS
A0009	担保方式	10	Z	其他	A0009	1	除以上以外的其他贷款。				SMTMODS
A0010	是否标志	2	N	否	A0010	1					SMTMODS
A0010	是否标志	1	Y	是	A0010	1					SMTMODS
A0011	人行账户类型	1	0011	基本存款账户	A0011	1					SMTMODS
A0011	人行账户类型	2	0012	一般存款账户	A0011	1					SMTMODS
A0011	人行账户类型	3	0013	专用存款账户	A0011	1					SMTMODS
A0011	人行账户类型	4	001301	基本建设资金账户	0013	2					SMTMODS
A0011	人行账户类型	5	001302	更新改造资金账户	0013	2					SMTMODS
A0011	人行账户类型	6	001303	财政预算外资金账户	0013	2					SMTMODS
A0011	人行账户类型	7	001304	粮、棉、油收购资金账户	0013	2					SMTMODS
A0011	人行账户类型	8	001305	证券交易结算资金账户	0013	2					SMTMODS
A0011	人行账户类型	9	001306	期货交易保证金账户	0013	2					SMTMODS
A0011	人行账户类型	10	001307	信托基金账户	0013	2					SMTMODS
A0011	人行账户类型	11	001308	金融机构存放同业资金账户	0013	2					SMTMODS
A0011	人行账户类型	12	001309	政策性房地产开发资金账户	0013	2					SMTMODS
A0011	人行账户类型	13	001310	单位银行卡备用金账户	0013	2					SMTMODS
A0011	人行账户类型	14	001311	住房基金账户	0013	2					SMTMODS
A0011	人行账户类型	15	001312	社会保障基金账户	0013	2					SMTMODS
A0011	人行账户类型	16	001313	收入汇缴资金和业务支出资金账户	0013	2					SMTMODS
A0011	人行账户类型	17	001314	党、团、工会设在单位的组织机构经费账户	0013	2					SMTMODS
A0011	人行账户类型	18	001315	其他需要专项管理和使用的资金账户	0013	2					SMTMODS
A0011	人行账户类型	19	0014	临时存款账户	A0011	1					SMTMODS
A0011	人行账户类型	20	0017	个人银行账户	A0011	1					SMTMODS
A0011	人行账户类型	21	001701	个人结算账户	0017	1					SMTMODS
A0011	人行账户类型	22	001702	个人储蓄账户	0017	1					SMTMODS
A0011	人行账户类型	23	1000	对公外汇经常项目外汇账户	A0011	1					SMTMODS
A0011	人行账户类型	24	1100	对公外汇经常项目-结算账户	A0011	1					SMTMODS
A0011	人行账户类型	47	1101	出口收结汇待核查账户代码	A0011	1	银行业大额交易和可疑交易数据报送接口规范(2008修订）新增加				SMTMODS
A0011	人行账户类型	26	1201	对公外汇经常项目-承包工程及贸易专项	A0011	1					SMTMODS
A0011	人行账户类型	27	1202	对公外汇经常项目-捐赠账户	A0011	1					SMTMODS
A0011	人行账户类型	28	1203	对公外汇经常项目-国际货运账户	A0011	1					SMTMODS
A0011	人行账户类型	29	1204	对公外汇经常项目-国际汇兑账户	A0011	1					SMTMODS
A0011	人行账户类型	30	1205	对公外汇经常项目-旅游账户	A0011	1					SMTMODS
A0011	人行账户类型	31	1206	对公外汇经常项目-免税账户	A0011	1					SMTMODS
A0011	人行账户类型	32	1207	对公外汇经常项目-远洋渔业账户	A0011	1					SMTMODS
A0011	人行账户类型	33	1208	对公外汇经常项目-涉外酒店宾馆账户	A0011	1					SMTMODS
A0011	人行账户类型	34	1209	对公外汇经常项目-涉外中介机构账户	A0011	1					SMTMODS
A0011	人行账户类型	35	1210	对公外汇经常项目-合作办学账户	A0011	1					SMTMODS
A0011	人行账户类型	36	1211	对公外汇经常项目-房地产业账户	A0011	1					SMTMODS
A0011	人行账户类型	37	1212	对公外汇经常项目-国际展会账户	A0011	1					SMTMODS
A0011	人行账户类型	38	1213	对公外汇援助账户	A0011	1					SMTMODS
A0011	人行账户类型	39	1300	对公外汇经常项目-定期存款户	A0011	1					SMTMODS
A0011	人行账户类型	40	1301	对公外汇经常项目-限额定期存款户	A0011	1					SMTMODS
A0011	人行账户类型	41	1302	对公外汇经常项目-100%限额定期存款户	A0011	1					SMTMODS
A0011	人行账户类型	42	1400	对公外汇经常项目-驻华机构经费户	A0011	1					SMTMODS
A0011	人行账户类型	43	1500	对公外汇经常项目-个人及来华人员定活期外汇户	A0011	1					SMTMODS
A0011	人行账户类型	44	1600	对公外汇经常项目-其他帐户	A0011	1					SMTMODS
A0011	人行账户类型	45	1700	对公外汇经常项目-OEM生产方式账户	A0011	1					SMTMODS
A0011	人行账户类型	46	1800	对公外汇经常项目-非贸易结售汇账户	A0011	1					SMTMODS
A0011	人行账户类型	47	1801	对公外汇经常项目-对台小额贸易企业账户	A0011	1	银行业大额交易和可疑交易数据报送接口规范(2008修订）新增加				SMTMODS
A0011	人行账户类型	48	1802	对公外汇经常项目-对台小额贸易TH账户	A0011	1					SMTMODS
A0011	人行账户类型	49	2201	对公外汇资本项目-外债专户	A0011	1					SMTMODS
A0011	人行账户类型	50	2202	对公外汇资本项目-外债转贷款专户	A0011	1					SMTMODS
A0011	人行账户类型	51	2203	对公外汇资本项目-自营外汇贷款专户	A0011	1					SMTMODS
A0011	人行账户类型	52	2204	对公外汇资本项目-还贷专户	A0011	1					SMTMODS
A0011	人行账户类型	53	2205	对公外汇资本项目-外币股票账户	A0011	1					SMTMODS
A0011	人行账户类型	54	2206	对公外汇资本项目-外商投资企业外汇资本金账户	A0011	1					SMTMODS
A0011	人行账户类型	55	2207	对公外汇资本项目-外商投资临时账户	A0011	1					SMTMODS
A0011	人行账户类型	56	2208	对公外汇资本项目-资产存量变现账户	A0011	1					SMTMODS
A0011	人行账户类型	57	2209	对公外汇资本项目-外币股票交易账户	A0011	1					SMTMODS
A0011	人行账户类型	58	2210	对公外汇资本项目-期货账户	A0011	1					SMTMODS
A0011	人行账户类型	59	2211	对公外汇资本项目-投资专用账户	A0011	1					SMTMODS
A0011	人行账户类型	60	2212	对公外汇资本项目-外国投资者专用外汇账户（投资类）	A0011	1					SMTMODS
A0011	人行账户类型	61	2213	对公外汇资本项目-外国投资者专用外汇账户（收购类）	A0011	1					SMTMODS
A0011	人行账户类型	62	2214	对公外汇资本项目-外国投资者专用外汇账户（费用类）	A0011	1					SMTMODS
A0011	人行账户类型	63	2215	对公外汇资本项目-外国投资者专用外汇账户（保证类）	A0011	1					SMTMODS
A0011	人行账户类型	64	2300	对公外汇资本项目-定期存款户	A0011	1					SMTMODS
A0011	人行账户类型	65	2600	对公外汇资本项目-其他账户	A0011	1					SMTMODS
A0011	人行账户类型	66	2700	对公外汇资本项目-结售汇专用账户	A0011	1					SMTMODS
A0011	人行账户类型	67	3101	对公特殊外汇账户-出口加工区机构外汇账户	A0011	1					SMTMODS
A0011	人行账户类型	68	3102	对公特殊外汇账户-钻石交易专用外汇账户	A0011	1					SMTMODS
A0011	人行账户类型	69	3900	对公特殊外汇账户-其他	A0011	1					SMTMODS
A0011	人行账户类型	70	4200	对公外汇暂存户-开证、付汇保证金户	A0011	1					SMTMODS
A0011	人行账户类型	71	4600	对公外汇暂存户-其他暂存户	A0011	1					SMTMODS
A0011	人行账户类型	72	5101	境内个人外汇结算帐户	A0011	1					SMTMODS
A0011	人行账户类型	73	5102	境内个人资本项目帐户	A0011	1					SMTMODS
A0011	人行账户类型	74	5103	境内个人外汇储蓄帐户	A0011	1					SMTMODS
A0011	人行账户类型	75	5201	境外个人外汇结算帐户	A0011	1					SMTMODS
A0011	人行账户类型	76	5202	境外个人资本项目帐户	A0011	1					SMTMODS
A0011	人行账户类型	77	5203	境外个人外汇储蓄帐户	A0011	1					SMTMODS
A0011	人行账户类型	78	6100	银证转帐帐户	A0011	1					SMTMODS
A0011	人行账户类型	79	6200	银期转帐帐户	A0011	1					SMTMODS
A0011	人行账户类型	102	7000	双币种银行卡账户	A0011	1	银行业大额交易和可疑交易数据报送接口规范(2008修订）新增加				SMTMODS
A0011	人行账户类型	107	7100	其他业务中银行与其客户间发生的资金往来交易，银行方使用的内部会计核算账号	A0011	1					SMTMODS
A0011	人行账户类型	103	7101	定期存款、协定存款以及通知存款所开立的账户	A0011	1	"银发〔2009〕123号文中
涉及接口规范的修改
（施行时间按行发文要求执行）.该文新增加类型"				SMTMODS
A0011	人行账户类型	104	7102	贷(还)款业务使用的银行内部会计核算账号	A0011	1					SMTMODS
A0011	人行账户类型	105	7103	信用证、托收、保函业务使用的银行内部会计核算账号	A0011	1					SMTMODS
A0011	人行账户类型	106	7104	银行承兑汇票业务使用的银行内部会计核算账号；	A0011	1					SMTMODS
A0011	人行账户类型	108	8000	离岸账户	A0011	1	银行业大额交易和可疑交易数据报送接口规范(2008修订）新增加				SMTMODS
A0012	存款账户状态	5	C	销户	A0012	1					SMTMODS
A0012	存款账户状态	2	D	休眠	A0012	1					SMTMODS
A0012	存款账户状态	3	D01	久悬户	D	2					SMTMODS
A0012	存款账户状态	4	D02	其他休眠户	D	2					SMTMODS
A0012	存款账户状态	15	E	其他	A0012	1	(比如一些内部预开账号)				SMTMODS
A0012	存款账户状态	16	E01	预开户	E	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	17	E02	预销户	E	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	18	E99	其他	E	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	6	L	挂失	A0012	1					SMTMODS
A0012	存款账户状态	1	N	正常	A0012	1					SMTMODS
A0012	存款账户状态	7	W	冻结	A0012	1					SMTMODS
A0012	存款账户状态	8	W01	合同冻结	W	2					SMTMODS
A0012	存款账户状态	9	W02	司法冻结	W	2					SMTMODS
A0012	存款账户状态	10	W0201	司法冻结-部分冻结	W02	3	额度冻结属于部分冻结，仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	11	W0202	司法冻结-全部冻结	W02	3	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	12	W03	挂失冻结	W	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	13	W04	暂停非柜面业务	W	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0012	存款账户状态	14	W05	其他冻结	W	2	仅填报机构存在北京分支机构或为北京地区法人时填到此类				SMTMODS
A0013	表外账户类型	1	1	等同于贷款的授信业务	A0013	1	包括一般负债担保、远期票据承兑和具承兑性质的背书				SMTMODS
A0013	表外账户类型	2	111	银行承兑汇票	1	2	是指由出票人签发并向填报机构申请，经填报机构承兑的汇票				SMTMODS
A0013	表外账户类型	3	112	商业承兑汇票	1	2					SMTMODS
A0013	表外账户类型	4	121	融资性保函	1	2	借款保函、融资租赁保函、透支保函、有价证券发行担保、一年期以上的延期付款保函、以货币偿还的补偿贸易保函、银行授信额度保函				SMTMODS
A0013	表外账户类型	5	122	融资性备用信用证	1	2	融资性备用信用证是指开证行保证在开证申请人未能履行其应履行的义务时，受益人只要凭备用信用证的规定向开证行开具汇票，并随附开证申请人未履行义务的声明或证明文件即可得到开证行偿付。				SMTMODS
A0013	表外账户类型	6	199	其他等同于贷款的授信业务	1	2	是指未归类在承兑汇票、融资性保函中的其他等同于贷款的授信业务				SMTMODS
A0013	表外账户类型	7	2	与交易相关的或有项目	A0013	1	包括投标保函、履约保函、预付保函、预留金保函等				SMTMODS
A0013	表外账户类型	8	211	非融资性保函	2	2	非融资性保函包括投标保函、履约保函、预付款保函、海事保函、质量保函、关税付款保函、工程维修保函、诉讼保函、提货担保保函等				SMTMODS
A0013	表外账户类型	9	212	非融资性备用信用证	2	2					SMTMODS
A0013	表外账户类型	10	221	保兑信用证	2	2					SMTMODS
A0013	表外账户类型	11	299	其他与交易相关的或有项目	2	2	是指未归类在非融资性保函中的其他与交易相关的或有负债				SMTMODS
A0013	表外账户类型	12	3	与贸易相关的或有项目	A0013	1	是指以装运货物单据作抵押的、有优先索偿权的或有负债				SMTMODS
A0013	表外账户类型	13	31	跟单信用证	3	2	与贸易相关的或有项目中的跟单信用证，填报机构作为受托方办理代开信用证业务应计入“跟单信用证”。				SMTMODS
A0013	表外账户类型	14	311	开出即期信用证	31	3					SMTMODS
A0013	表外账户类型	15	312	开出远期信用证	31	3					SMTMODS
A0013	表外账户类型	16	399	其他与贸易相关的或有项目	3	2					SMTMODS
A0013	表外账户类型	17	4	保理	A0013	1					SMTMODS
A0013	表外账户类型	18	411	出口保理融资	4	2					SMTMODS
A0013	表外账户类型	19	421	进口保理	4	2					SMTMODS
A0013	表外账户类型	20	431	国内卖方保理融资	4	2					SMTMODS
A0013	表外账户类型	21	441	国内买方保理	4	2					SMTMODS
A0013	表外账户类型	22	5	承诺	A0013	1	是指填报机构同客户签订的一种具有法律约束力的合约，向客户做出在未来约定的有效期内，按商定的条款为该客户提供约定数额授信的承诺				SMTMODS
A0013	表外账户类型	23	511	无条件撤销承诺	5	2					SMTMODS
A0013	表外账户类型	24	521	不可撤销承诺-循环包销便利	5	2					SMTMODS
A0013	表外账户类型	25	522	不可撤销承诺-票据发行便利	5	2					SMTMODS
A0013	表外账户类型	26	523	不可撤销承诺-其他	5	2					SMTMODS
A0013	表外账户类型	27	531	有条件撤销承诺	5	2					SMTMODS
A0013	表外账户类型	28	6	信用风险仍在银行的销售与购买协议	A0013	1	主要包括有追索权的资产销售和有追索权的买入资产				SMTMODS
A0013	表外账户类型	29	611	有追索权的资产销售	6	2	有追索权的资产销售，如有追索权的卖断式转贴现，贷款表外业务信息表的客户号应填写票据的承兑行。包含填报自身承兑票据的卖断。				SMTMODS
